complaint_id,forum,date,rating,complaint_type,category,complaint_text,url
166,PissedConsumer (consumer-complaint forum),5/8/2026,,other,electronics,i ordered realme earphones but data cable is missing pls help me out pls pickup this product and replace my earphones,https://blinkit.pissedconsumer.com/review.html?page=12
167,PissedConsumer (consumer-complaint forum),5/8/2026,,delivery_issues,general,Piza slice 2 pkt 4 piece order but recive 1pkt 2 piece delivery boy told me one itum short 40 rs deposit ho jeyege but till date note recvie money order date 25 april 2026no,https://blinkit.pissedconsumer.com/review.html?page=12
168,PissedConsumer (consumer-complaint forum),5/7/2026,,other,general,Blinkit money payment method not available how to withdraw blinkit money or how to resolve this payment issue,https://blinkit.pissedconsumer.com/review.html?page=12
169,PissedConsumer (consumer-complaint forum),5/7/2026,,refund_and_support,general,"mine replacement order is not taking Dear Blinkit Support, I am disappointed with the service regarding my recent order. I received an issue with one of the items and requested a replacement/refund through the support chat. However, the chat keeps getting closed automatically, and I am unable to get proper assistance. This has caused a lot of inconvenience and wasted my time. I request you to kindly process my refund or replacement as soon as possible. Please take this issue seriously and provide a quick resolution. I have attached the required screenshots and order details for reference. Thank you.",https://blinkit.pissedconsumer.com/review.html?page=12
170,PissedConsumer (consumer-complaint forum),5/7/2026,,other,general,"My background verification has been pending for 1 month, and I'm missing a slot. Please help me resolve this matter.",https://blinkit.pissedconsumer.com/review.html?page=12
171,PissedConsumer (consumer-complaint forum),5/7/2026,,other,general,I have worked with blinkit warehouse sulur Coimbatore 4 day salary showing 3209 rupees salary still not credited my account please check,https://blinkit.pissedconsumer.com/review.html?page=12
172,PissedConsumer (consumer-complaint forum),6/25/2026,,refund_and_support,general,I had ordered a *** on 21st June 2026 and it was broken so I returned it back the other day. I was told I will get the refund but the refund has yet not been completed the return of the item has been completed.,https://blinkit.pissedconsumer.com/review.html?page=13
173,PissedConsumer (consumer-complaint forum),6/11/2026,,other,general,I wanted to return an exhaust which wasnt like the photo orient product. installation shown in reverse,https://blinkit.pissedconsumer.com/review.html?page=13
174,PissedConsumer (consumer-complaint forum),2/17/2026,,other,intimate_personal,I'm ordering the condoms tha adress is issued then i cancel tha order last Tuesday 7 days completed but not refunded,https://blinkit.pissedconsumer.com/review.html?page=13
175,PissedConsumer (consumer-complaint forum),6/22/2026,,refund_and_support,groceries_fresh,"Subject : complaint regarding poor quality rice - order id #222449**** Hi blinkit support team , I placed an order on with order id #222449**** for brand (royal bullet sona masoori) via the blinkit app on 17 june 2026 When I received the package,the rice had a strong unpleasant smell and quality was very poor. It's clearly not fit for consumption,and I'm concerned about food safety. Details: Order ID : *** Product : Royal bullet steam sonamasuri rice 26kg Delivery : 17-06-26 Issue : foul smell and poor quality rice I'd like to request a full refund or replacement for this order and I have attached photos of the product Thank you, Name : *** Phone number : ***",https://blinkit.pissedconsumer.com/review.html?page=13
176,PissedConsumer (consumer-complaint forum),6/25/2026,,other,general,"Dialled number is not in use, kindly add customer review in the app rather only rating the experience",https://blinkit.pissedconsumer.com/review.html?page=13
177,PissedConsumer (consumer-complaint forum),6/28/2026,,other,general,I order macroni pasta from blinkit and i boiled from 15 minutes and it was not boiling it except from boiling it was melted in water is was all melted in water,https://blinkit.pissedconsumer.com/review.html?page=13
178,PissedConsumer (consumer-complaint forum),7/5/2026,,refund_and_support,general,"I have ordered a neck pillow worth 500, and that showed me 4 pcs for 500. And I have spoken with the customer care number and the support service, and they are giving reasons like there are technical issues or clutch. This is how you give a service? I would suggest please spend money on your website to fix this disgusting service and clutch.",https://blinkit.pissedconsumer.com/review.html?page=13
179,PissedConsumer (consumer-complaint forum),7/2/2026,,delivery_issues,general,"I am not satisfied with this product. I already told your delivery partner to please cancel my order that's on the way, but your delivery partner is not supporting me because some items were ordered by mistake. So please return some of my items. Please help me and solve my concern properly. I already told your delivery partner, so why do they not support me?",https://blinkit.pissedconsumer.com/review.html?page=13
180,PissedConsumer (consumer-complaint forum),6/22/2026,,refund_and_support,groceries_fresh,"Subject : complaint regarding poor quality rice - order id #222449**** Hi blinkit support team , I placed an order on with order id #222449**** for brand (royal bullet sona masoori) via the blinkit app on 17 june 2026 When I received the package,the rice had a strong unpleasant smell and quality was very poor. It's clearly not fit for consumption,and I'm concerned about food safety. Details: Order ID : *** Product : Royal bullet steam sonamasuri rice 26kg Delivery : 17-06-26 Issue : foul smell and poor quality rice I'd like to request a full refund or replacement for this order and I have attached photos of the product Thank you, Name : *** Phone number : *** no",https://blinkit.pissedconsumer.com/review.html?page=13
181,PissedConsumer (consumer-complaint forum),4/25/2026,,delivery_issues,general,"My money, my demand. Please provide a Hindu delivery partner for the customer, who is Hindu, because I can't trust a Muslim. My wife will be there; I'm not in the location. Whenever you gain profit, but don't underestimate the power of a common person, Lenskart, you know.",https://blinkit.pissedconsumer.com/review.html?page=13
182,PissedConsumer (consumer-complaint forum),6/17/2026,,refund_and_support,groceries_fresh,ORD857******** Surgical manual breast feeding pump. This product is not fitting. & Inside damaged I have so many time rice the complaint but no response. Atleast understand my concern please,https://blinkit.pissedconsumer.com/review.html?page=13
183,PissedConsumer (consumer-complaint forum),7/6/2026,,refund_and_support,general,My order cancel but not refund my money 6 time request but not solved my problem Please check and confirm the details and,https://blinkit.pissedconsumer.com/review.html?page=13
184,PissedConsumer (consumer-complaint forum),6/9/2026,,refund_and_support,general,This company is not at all responsible and customer care service is very bad I'm again and again asking the customer executive but no one is there to listen me,https://blinkit.pissedconsumer.com/review.html?page=13
185,PissedConsumer (consumer-complaint forum),7/7/2026,,other,general,"""My background verification failed. Please re-verify my documents or tell me the reason for rejection."" Thank you",https://blinkit.pissedconsumer.com/review.html?page=14
186,PissedConsumer (consumer-complaint forum),7/14/2025,,other,general,"Sure, thank you, sir. 10:20 AM You have no idea you are not able to understand the customer issues. And every time, you give the same response. This all chat and details I will share with your organization. Thanks for the assistance. 10:20 AM You I will cancel when you call me. And update the location accordingly. I have tried to call you 6 times, but the call is not getting connected, please understand. 10:19 AM I will cancel when you call me. And update the location accordingly. 10:18 AM I can cancel the order for you and you can place the new order. 10:18 AM The location is incorrect and 6 km away. 10:17 AM You It is your responsibility to assist the customer. So I am assisting, sir, this order will not be delivered. 10:17 AM I require help to update the location, but you are not calling. 10:17 AM You It is your responsibility to assist the customer. Sir, I have already said to you the call is not getting connected. 10:17 AM It is your responsibility to assist the customer. 10:16 AM Why not call me for support to update the location? 10:16 AM You are an executive or outside contractor? 10:16 AM You Please help in resolving the issue. The resolution is that I will cancel this order, and your amount will get refunded, and you can place the new order with the updated location. 10:16 AM Please help in resolving the issue. 10:15 AM You Call me, please. Sir, I have tried to call you many times; however, the call is not getting connected. 10:15 AM You I am waiting to update the location of your store. This order will not get delivered as the location is showing 6 km away. 10:15 AM Call me, please. 10:15 AM Please help in resolving the issue. 10:15 AM You Please call me. Sir, I have tried to call you many times; however, the call is not getting connected. 10:14 AM I am waiting to update the location of your store. 10:14 AM Shall I proceed with the cancellation so you can place a new order? 10:14 AM Please call me. 10:14 AM Same thing, sir, the call is not getting connect",https://blinkit.pissedconsumer.com/review.html?page=14
187,PissedConsumer (consumer-complaint forum),1/15/2026,,delivery_issues,general,"My order is misplaced. The delivery partner misbehaved with me on the call, and he isn't delivering my order. Please help me.",https://blinkit.pissedconsumer.com/review.html?page=14
188,PissedConsumer (consumer-complaint forum),4/19/2026,,other,general,"Actually, you refunded me a promo code, but it is not applicable on the item that I am buying so I want a resolution. Please tell me when the promo code will be applicable.",https://blinkit.pissedconsumer.com/review.html?page=14
189,PissedConsumer (consumer-complaint forum),6/30/2026,,product_quality,general,That is a very longtime work and today I will order mixed sprouts but not fresh and expired sprouts so you check you stock and very bed smell,https://blinkit.pissedconsumer.com/review.html?page=14
190,PissedConsumer (consumer-complaint forum),5/10/2026,,refund_and_support,personal_care_beauty,"Received Leaked Product ORD390******** Dear Team Blinkit, I am your new customer with my registered account and I am very disheartened to inform that the very first product (Order ID -- ORD390********, UPC -- 890152****317, L'Oreal Professionnel Frizz Care Hair Serum Liss Unlimited(Bottle) (HSN-3304****)) which I have received from one of your Blinkit Dark Stores today on 10th May, 2026 is in extremely leaked condition. Nearly half of the Bottle leaked in your dark stores itself. I talked to the delivery agent Mr. Ankit who handed over me my product, and he too confirmed, the product was leaked. Please facilitate me with an immediate solution, either refund or replacement, as I can not keep this product due to health hazard reasons. Thanking you in anticipation! [PERSON_NAME] p.s. I have emailed you guys thrice at [EMAIL_ADDRESS] from my personal mail ID but haven't got any response at all.",https://blinkit.pissedconsumer.com/review.html?page=14
191,PissedConsumer (consumer-complaint forum),6/7/2026,,refund_and_support,general,on 1 june in the evening i ordered go boult buds at 4:50 pm i receive the order when i connect the buds from my phone first thing the right bud is not working after doing reset of buds and charging them then also buds not working that was defective and second thing i ordered bud of go boult but i receive buds of boult it shows this boult company changed it name to go boult like 2-3 years back means i get may be used bud or bud which is manufactured long back then after i contact blinkit support team and apply for return these buds got return but still i did not get refund during return time i was told that i got refund in 5 minutes in my orginial bank source but still i did not get refund and today is 7 june 1 week has passes so give refund asap i did not found any number of your customer care on internet so that i can regularly contact them when i will get refund ?? or i will complaint to consumer court or will express my concern for bad policies of blinkit on social networking sites.,https://blinkit.pissedconsumer.com/review.html?page=14
192,PissedConsumer (consumer-complaint forum),6/5/2026,,non_grocery_category,pharmacy_health,"Sir or Madam, please help me. It has been over a week since I created my Blinkit ID, yet my profile has not become active or been verified. My profile under verification shows my Blinkit app, and my Blinkit profile verification failed, but why? Please assist me, *** or Madam; I am in a very distressed situation. I am in urgent need of work and money. I own a bike, and I am well-versed in how Blinkit operations work. I have even accompanied friends on their delivery runs, observing, understanding, and participating in the process. ***, to help you understand the significance of this ID and this job to me, allow me to cite a proverb you may be familiar with: 'Medicine should be applied exactly where the wound is, not elsewhere; otherwise, the medication serves no purpose.' Similarly, ***, I am in dire need of having my ID activated so that I may work with full dedication and diligence—something I have already demonstrated I can do. Please, Sir or Madam, I earnestly request your assistance. Although I am aware that the ID verification is ongoing. My contact number: *** And Gmail: ***",https://blinkit.pissedconsumer.com/review.html?page=14
193,PissedConsumer (consumer-complaint forum),6/13/2026,,other,general,"My Name is. *** My order id *** ""Subject: Regarding reactivation of my ID. Sir, I was previously told that my ID was on hold due to customer escalation. I have now learned that the customer who complained has sent a return email to the company clarifying that this was a mistake and that my ID should be reactivated. Please recheck the company's records in my case and consider activating my ID. Thank you.""",https://blinkit.pissedconsumer.com/review.html?page=14
194,PissedConsumer (consumer-complaint forum),7/5/2026,,refund_and_support,general,Items are missing no customer support & even after mail no calls..ther cheap facilityNumber not valid,https://blinkit.pissedconsumer.com/review.html?page=14
195,PissedConsumer (consumer-complaint forum),4/8/2026,,other,general,Order not complete one piece shop sabun not complete order cash back *** hoon not completea,https://blinkit.pissedconsumer.com/review.html?page=14
196,PissedConsumer (consumer-complaint forum),7/9/2026,,refund_and_support,general,"41 pages of documents are uploaded in Blinkit, but only 15 pages came; the remaining pages are missing. Now there is no response from the Blinkit side.",https://blinkit.pissedconsumer.com/review.html?page=14
197,PissedConsumer (consumer-complaint forum),5/19/2026,,refund_and_support,general,"dear sir/mam, The kit i received mentions on its packing that this kit includes 2 units of battery but I only recieved one battery unit. Then how can one say that items are not missing... I only recieved single battery unit Please take this on high priority either to provide me the missing battery unit, or replace the kit or refund my amount ..",https://blinkit.pissedconsumer.com/review.html?page=14
198,PissedConsumer (consumer-complaint forum),5/11/2026,,refund_and_support,general,My items are not received and the payment is fully paid. Please refund my 74 rupees. My items are not received and the payment is fully paid. My items are not received and the payment is fully paid. Please refund my money. My items are not received and the payment is fully paid.,https://blinkit.pissedconsumer.com/review.html?page=14
199,PissedConsumer (consumer-complaint forum),7/6/2026,,refund_and_support,general,"I want to return the product, but I can't make it because there is no direct customer support number. As I'm out of town and the product is at my home, is there any solution that I can process without uploading pictures from my phone? Can I do the same from another number that is available at home? Kindly help me connect with Blinkit customer support.",https://blinkit.pissedconsumer.com/review.html?page=15
200,PissedConsumer (consumer-complaint forum),5/29/2026,,refund_and_support,general,"Our delivery partner took Rs 1500 from my family member for the prepaid order as I was not there to take the order and they didn't know about it. My order value was Rs 1486, which included 2 orders. The second order came after some time when I was at home. At that time, I came to know that the previous delivery guy had taken the total amount of both the orders. The second delivery guy is not responsible for any fraud; the first one took the total amount. I have already filed a complaint and have not received any reply till now. Please reply ASAP. Thanks. I have attached the delivery summary of both the orders. The misconduct has been done by [PERSON_NAME] and not [PERSON_NAME], but I am sharing both summaries as the total was Rs 1486 and we didn't know that the second order was not included in it. He arrived later, but we gave Rs 1500 to Deepak.",https://blinkit.pissedconsumer.com/review.html?page=15
201,PissedConsumer (consumer-complaint forum),6/6/2026,,refund_and_support,general,"Ordered studs of earrings. But some of them were damaged, so I returned them on 30th May. Refund initiated, but not yet received. Take positive and quick action.",https://blinkit.pissedconsumer.com/review.html?page=15
202,PissedConsumer (consumer-complaint forum),6/30/2026,,refund_and_support,personal_care_beauty,"Today I have purchased items, but some items are missing. A total of 5 items are missing. I have emailed the Blinkit support, but they have not sorted out my problem. I chatted with Blinkit support but received no response. I am very tense and fed up. They have not refunded my money, and there has been no response to anything. I request you to please refund my money for the missing items as soon as possible. I am a very old valuable customer to you at Blinkit. This is the first time this problem has happened in ***, ***, so please refund my money asap. This picture is of the delivered items. Missing item list: 1. Everyuth face wash 2. Dot & Key face wash 3. Papa face scrub 4. Jam 5. Milk (1 liter)",https://blinkit.pissedconsumer.com/review.html?page=15
203,PissedConsumer (consumer-complaint forum),7/12/2026,,refund_and_support,general,"I have ordered an electric mosquito bat on 1st July. I received a damaged piece, so I returned it on 2nd July and requested a refund as a replacement was not possible. A message was sent to me that the refund is initiated and will reflect on my bank balance after 4-7 working days. The amount is 661/-. Till today, I haven't received any refund; today is 12th of July. Here I am attaching all the pictures.",https://blinkit.pissedconsumer.com/review.html?page=15
204,PissedConsumer (consumer-complaint forum),1/3/2026,,refund_and_support,general,"Dear sir, I have received expired milk and the milk box is opened and the milk is smelly, so harmful. I filed a complaint but received no response. In this way, the customer's life and death don't seem to matter at all. This is a complete blanket of negligence.",https://blinkit.pissedconsumer.com/review.html?page=15
205,PissedConsumer (consumer-complaint forum),7/9/2026,,other,general,"I had ordered a smart watch of boat company Which is revived by my child the package as a gift, so I normally wouldn't have opened it. However, the package felt unusually light, so I decided to open it to check. That's when I discovered that the box was completely empty.",https://blinkit.pissedconsumer.com/review.html?page=15
206,PissedConsumer (consumer-complaint forum),6/2/2026,,refund_and_support,general,I have the wrong product received but no any contact available at your Blinkit application customer support didn't answer me please help as soon as possible.This is not a good service provided by the application it's a second time.,https://blinkit.pissedconsumer.com/review.html?page=15
207,PissedConsumer (consumer-complaint forum),7/8/2026,,delivery_issues,general,"Please help me Subject: Urgent Escalation: Account Deactivation Review Partner ID FE473**** Dear Blinkit Partner Support Team, I am writing to formally escalate the issue regarding the deactivation of my delivery partner account (Mukesh Achra FE473****, Jaipur Jhotwara ES24). I understand that my account has been flagged due to multiple reports. However, I would like to highlight that I have consistently maintained a 4.7 rating, which reflects my professionalism, service quality, and adherence to Blinkits operational standards. It is important to note that in high-volume delivery environments, certain situationssuch as customer unavailability, GPS discrepancies, or unavoidable delayscan sometimes lead to unintended reports despite genuine effort and compliance from the delivery partners side. I strongly believe that this action may have been taken without a complete contextual review of my delivery history and performance metrics. Therefore, I respectfully request a thorough reassessment of my account activity and reports. This account is my primary source of income, and its sudden deactivation has significantly impacted my livelihood. I request you to treat this matter as high priority and support me with a resolution within 24 hours, including reactivation of my ID. I assure you of my continued commitment to maintaining Blinkits service standards and request your fair consideration in this matter. Looking forward to your prompt and positive response. Warm regards, Mukesh Achra Delivery Partner Blinkit Jaipur (Jhotwara ES24) Phone: 970003****",https://blinkit.pissedconsumer.com/review.html?page=15
208,PissedConsumer (consumer-complaint forum),6/21/2026,,refund_and_support,snacks_beverages,"I was order lays , 2 type *** , dark chocolate,diet coke then I recently placed an order and while most items are fine but dark chocolate has defect or damage .l would like to request a replacement or refund for this specific item",https://blinkit.pissedconsumer.com/review.html?page=15
209,PissedConsumer (consumer-complaint forum),7/9/2026,,refund_and_support,general,"Hello Support Team, I have placed my order multiple times, but every time I receive the same incorrect item. This has happened repeatedly, and I am very frustrated. Please resolve this issue immediately by delivering the correct item or processing a refund. I request you to investigate why the same mistake is happening again and again. Thank you.",https://blinkit.pissedconsumer.com/review.html?page=15
210,PissedConsumer (consumer-complaint forum),7/6/2026,,product_quality,general,"I had ordered dates for my parents in Dharwad while sitting in Bangalore - they have received an expired product - I am trying to raise the same concern - since I have the photos and videos received in the gallery, I am not able to upload the same in chat support - please call back.",https://blinkit.pissedconsumer.com/review.html?page=15
211,PissedConsumer (consumer-complaint forum),6/15/2026,,other,general,"Original review updated Jun 15, 2026",https://blinkit.pissedconsumer.com/review.html?page=15
212,PissedConsumer (consumer-complaint forum),6/12/2026,,other,general,Pan card issues pan belong to someone else pan card pls check call not connected sir call connect sir,https://blinkit.pissedconsumer.com/review.html?page=15
213,PissedConsumer (consumer-complaint forum),7/13/2026,,refund_and_support,general,"I cancelled a prepaid order and chose the refund as a promo code. The code was shown on the cancellation screen, but I can't find it anywhere in the app, SMS, or email. Could you please resend the promo code or add it to my account? I tried to complain thrice, but no one is replying.",https://blinkit.pissedconsumer.com/review.html?page=15
214,PissedConsumer (consumer-complaint forum),7/9/2026,,other,general,"I have ordered a Portronics 3.5mm to Type C cable. It was not working out for my device; hence, I want to return it back. The problem is there is no return option for the product.",https://blinkit.pissedconsumer.com/review.html?page=16
215,PissedConsumer (consumer-complaint forum),7/11/2026,,other,general,"Subject: Urgent Request: Blinkit ID FE1021**** Verification Pending for 8 Days Dear Blinkit Support Team, My name is Sanket Sarjerao Patil, and I am writing to urgently request the activation of my Blinkit ID.FE1021**** It has been five days since I submitted all the necessary details, but my account is still showing as unverified. This delay is affecting my ability to start working, and I would greatly appreciate your prompt attention to this matter so I can begin as soon as possible. Thank you for your time and assistance.",https://blinkit.pissedconsumer.com/review.html?page=16
216,PissedConsumer (consumer-complaint forum),7/14/2026,,refund_and_support,general,"I ordered several products from Blinkit, including the Innisfree No-Sebum Powder. However, I received an expired product. Please look into this issue and arrange for a replacement or refund at the earliest.",https://blinkit.pissedconsumer.com/review.html?page=16
217,PissedConsumer (consumer-complaint forum),7/7/2026,,other,general,"I ordered 3 liters of milk on Monday, but it was spoiling and curdling. I messaged Blinkit, but they didn't solve my problem on time. I want to return my money for the milk.",https://blinkit.pissedconsumer.com/review.html?page=16
218,PissedConsumer (consumer-complaint forum),7/14/2026,,other,general,My parcel was empty and I have already paid nothing for the box. Cheaters are everywhere; it's not right.,https://blinkit.pissedconsumer.com/review.html?page=16
219,PissedConsumer (consumer-complaint forum),6/24/2026,,other,general,The bag was ripped and 4 items are missing the driver is saying that he is be new and he doesn't have uniform,https://blinkit.pissedconsumer.com/review.html?page=16
220,PissedConsumer (consumer-complaint forum),5/31/2026,,other,electronics,My order trimer wrong product order and change my order and not recive my money and 2 nd product my 2nd no [GOVERNMENT_ID] portable charger damge not reasion damage plz give my money And plz change my product,https://blinkit.pissedconsumer.com/review.html?page=16
221,PissedConsumer (consumer-complaint forum),7/10/2026,,other,general,"I returned the mixer grinder machine, but I can't receive money in my bank account. I tried many times to complain.",https://blinkit.pissedconsumer.com/review.html?page=16
222,PissedConsumer (consumer-complaint forum),7/6/2026,,other,general,"When I worked there, Rs 145 was shown on my profile but now when I am looking at the payout, it is showing Rs 52...what will happen if my travel expenses to and from the store are Rs 80 and I get Rs 53",https://blinkit.pissedconsumer.com/review.html?page=16
223,PissedConsumer (consumer-complaint forum),5/11/2026,,refund_and_support,general,I got a defected item And calling from last 24 hours But no response i m getting I want to return the order,https://blinkit.pissedconsumer.com/review.html?page=16
224,PissedConsumer (consumer-complaint forum),7/11/2026,,other,general,"I have order one product, which is short in size and can not be used. I want to return the same. Please arrange a return back, immediately, as 72 hours time is going to expire very soon. One suggest: improve your app.",https://blinkit.pissedconsumer.com/review.html?page=16
225,PissedConsumer (consumer-complaint forum),6/6/2026,,other,general,I want the extra money I spent and nothing else. I am fed up of reporting but I am not getting any call or message.,https://blinkit.pissedconsumer.com/review.html?page=16
226,PissedConsumer (consumer-complaint forum),7/6/2026,,refund_and_support,general,"It's no more a delivery partner; it's much of a cheat partner. They do not even resolve your issues now, just keep us on hold and later close the chat. I have received 250 gms of baby onions, whereas I had ordered and paid for 1 kg of onions.",https://blinkit.pissedconsumer.com/review.html?page=16
227,PissedConsumer (consumer-complaint forum),7/13/2026,,refund_and_support,general,"So I ordered Twinings Green Tea, and the package was broken, so I want my money back or the package to be replaced as soon as possible.",https://blinkit.pissedconsumer.com/review.html?page=16
228,PissedConsumer (consumer-complaint forum),7/8/2026,,delivery_issues,general,"Sir, the delivery boy named Sumit did not deliver our package. When we called him, he claimed that he had already delivered it. After that, we kept calling him, but he did not answer our calls.",https://blinkit.pissedconsumer.com/review.html?page=16
229,PissedConsumer (consumer-complaint forum),6/30/2026,,other,general,"Please activate my account on hold. Problem: These Terms of Use govern the information posters (you, your) use of the site and form a binding legal agreement ('agreement') between you and us. Through the use of this agreement, we are placing legal conditions on your use of the site and its services (the services), and making certain promises to you. Please read the agreement carefully prior to using the site and/or the services.",https://blinkit.pissedconsumer.com/review.html?page=17
230,PissedConsumer (consumer-complaint forum),5/27/2026,,delivery_issues,general,"Hello Blinkit Support, My order is showing as delivered on the app, but I have not received it. The delivery partner is also not answering my calls. Please check this issue and help me with my order as soon as possible.",https://blinkit.pissedconsumer.com/review.html?page=17
231,PissedConsumer (consumer-complaint forum),7/13/2026,,other,general,mere blinkit wallet me 103 ruppe he fir bhi unse order nhi ho rha order confirm nhi ho rha bar bar 8 min ka time lag rha he,https://blinkit.pissedconsumer.com/review.html?page=17
232,PissedConsumer (consumer-complaint forum),7/8/2026,,other,groceries_fresh,Potato ordered missing Maida pkt is open Kala Chana ordered big size small size has come Pls replace items n send potatoes,https://blinkit.pissedconsumer.com/review.html?page=17
233,PissedConsumer (consumer-complaint forum),6/27/2026,,other,general,Sir/ mam Mera account hold pe hai Staik Kiya tha usme me nahi tha to bhi mera account hold pe chala gya hai 1 month ho gya abhi tak nahi khula hai Please mera account on karva do Mera koy bhi dikkat nahi hai me staik me nahi tha to bhi mera id hold pe rakha gya hai mera ghare es me se chal ta haij plz mera id open karva do *** bhi galti nahi hai to bhi me mafi magta hu plz mera account khol va diji ye,https://blinkit.pissedconsumer.com/review.html?page=17
234,PissedConsumer (consumer-complaint forum),6/4/2026,,delivery_issues,general,My product got changed while delivery and now no one helping us that was 1538 cost of AirPods so please help me *** from Blinkit talk very rudely and defending delivery boy,https://blinkit.pissedconsumer.com/review.html?page=17
235,PissedConsumer (consumer-complaint forum),7/9/2026,,refund_and_support,general,"Every time they say, 'Shall we refund?' but no reply option is there. This order was placed this morning from this number: 782781****.",https://blinkit.pissedconsumer.com/review.html?page=17
236,PissedConsumer (consumer-complaint forum),7/12/2026,,other,general,You're early. Login is allowed 5 minutes before the start time yah problem dikha raha hai mere blanket partner permission karna hai,https://blinkit.pissedconsumer.com/review.html?page=17
237,PissedConsumer (consumer-complaint forum),6/29/2026,,other,general,"I bought this dry iron about three months ago. It turns on, but it no longer heats up, so I cannot use it for ironing. I used it normally and expected it to last much longer. I would like the product to be repaired or replaced under the warranty. Please help me resolve this issue as soon as possible.",https://blinkit.pissedconsumer.com/review.html?page=17
238,PissedConsumer (consumer-complaint forum),7/11/2026,,other,general,"Sir, meri ID nahi ban rahi hai, photo verification nahin ho raha hai meri ID ka. Where do verification kara do aur uski address bhi change karana hai.",https://blinkit.pissedconsumer.com/review.html?page=17
239,PissedConsumer (consumer-complaint forum),7/11/2026,,product_quality,general,I purchased Wonderland almonds through Blinkit. The almonds are rotten and have the worst taste. That's why I want to return them. What can I do?,https://blinkit.pissedconsumer.com/review.html?page=17
240,PissedConsumer (consumer-complaint forum),7/11/2026,,refund_and_support,general,I want to call Blinkit customer care. It has a spoken dialed number that does not exist. What can I do now? Please solve my problem.,https://blinkit.pissedconsumer.com/review.html?page=17
241,PissedConsumer (consumer-complaint forum),7/6/2026,,refund_and_support,general,"Order not delivered, and payment is also done. The delivery boy can't pick up calls, and no refund is found. There is no way we can call to complain.",https://blinkit.pissedconsumer.com/review.html?page=17
242,PissedConsumer (consumer-complaint forum),7/3/2026,,refund_and_support,general,On 8 june I order a Gowmukh shringi from Blinkit it delivered me damage product the water from the shringi is not passing properly then I immediately return that product to blinkit they offer me two options either i choose for promo code or take full refund in my account the amount is Rs 404 they told me that the amount will came in account by 15 june but today is 3 july so I want my money back,https://blinkit.pissedconsumer.com/review.html?page=17
243,PissedConsumer (consumer-complaint forum),6/27/2026,,refund_and_support,snacks_beverages,"I ordered an ice cream from Blinkit, but the product I received was completely melted. The box seal/lock was broken, and it appeared that the box had already been opened before delivery. I immediately contacted *** customer support, and they promised a replacement. However, the replacement was marked as ""Delivered"" even though I never received it. I did not receive any call or delivery attempt. I also contacted the delivery partner, who said he had already handed over the replacement to the company. Since then, customer support has stopped responding. I am requesting an immediate refund or a proper replacement. This experience has been extremely disappointing.",https://blinkit.pissedconsumer.com/review.html?page=17
244,PissedConsumer (consumer-complaint forum),6/9/2026,,non_grocery_category,electronics,dirty box already opened and charger not working properly phone speed charge nahi ho raha plz recheck karke maara product *** phone model motorola edge 50 fusion,https://blinkit.pissedconsumer.com/review.html?page=18
245,PissedConsumer (consumer-complaint forum),5/27/2026,,refund_and_support,general,"There is no customer care number to be contacted. If there's transparency, it will be easy for customers like us who purchase wrong product accidently, so that we can purchase freely in future.",https://blinkit.pissedconsumer.com/review.html?page=18
246,PissedConsumer (consumer-complaint forum),5/23/2026,,refund_and_support,general,"I ordered one table fan today midnight, and when I opened it and tested it, the speed and the outcome were very disappointing. Almost no air is being passed through. I connected immediately with customer care via app chat, where I shared the videos and explained all the details. But disappointingly, I got no positive response. In fact, I was told to connect with the brand's customer care and was not even allowed to share the grievance when asked. Please check the transaction done by me almost regularly, and this is the kind of service we receive. You tell me, why would I spend my money on a product that is of no use to me? I want to return the item, and please note the item is packed as it was received. I haven't used it after testing as it's of no use, and there's no speed at all.",https://blinkit.pissedconsumer.com/review.html?page=18
247,PissedConsumer (consumer-complaint forum),7/2/2026,,other,general,Because we are 5members so we need 5ltr cooker but we boowd by mistake pls exchange. Pls exchange the product 3 ltr to 5ltr,https://blinkit.pissedconsumer.com/review.html?page=18
248,PissedConsumer (consumer-complaint forum),6/15/2026,,other,general,"Updated by user Jun 15, 2026",https://blinkit.pissedconsumer.com/review.html?page=18
249,PissedConsumer (consumer-complaint forum),7/11/2026,,other,general,"Please, my location change in Ahmedabad to Chhattisgarh. Do not show my current location, Chhattisgarh. Please help.",https://blinkit.pissedconsumer.com/review.html?page=18
250,PissedConsumer (consumer-complaint forum),7/2/2026,,refund_and_support,general,Product is not good pls refund or exchange these 2 items are looking very cheep quality Qwwerrtttttyyyyyuuuuu,https://blinkit.pissedconsumer.com/review.html?page=18
251,PissedConsumer (consumer-complaint forum),7/1/2026,,other,general,"Dear ***, I am writing to respectfully request the reactivation of my account. I sincerely apologize for the mistake I made and assure you that it will not happen again in the future. Could you please assist me in restoring my ID? Thank you for your time and consideration. Best regards,",https://blinkit.pissedconsumer.com/review.html?page=18
252,PissedConsumer (consumer-complaint forum),7/8/2026,,other,general,"Hi, About order ID ORD0239861****, I need to return it because the light is too small and not suitable for our requirements.",https://blinkit.pissedconsumer.com/review.html?page=18
253,PissedConsumer (consumer-complaint forum),7/6/2026,,other,general,"Sir, my EID has been pending for two days, and the online EID process isn't working either. Please get it started for me, Sir.",https://blinkit.pissedconsumer.com/review.html?page=18
